condition,prediction,accuracy,numerosity,fitness,selected_feature_indices,original_feature_indices,correct_count,match_count
"[[-1.6441999614238738, 1.2358380600810053], [-1.776373201608658, 1.3121550747752189], [-1.6931957185268403, 2.089929431974888], [-1.6672115206718445, 0.45203138600608517], [-1.8499676644802094, 4.994140712320805], [-1.8260549545288087, 3.381147383451462]]",Normal,0.9893822393822393,1,0.898754545419561,"[10, 0, 22, 32, 7, 33]","[245, 27, 613, 825, 228, 830]",1025,1036
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.8635925769805908, 1.4019608950614928], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847], [-1.4744347846508026, 1.1384358620643615]]",Normal,0.989345509893455,1,0.8984209505806682,"[11, 47, 37, 16, 34, 39, 19, 32]","[274, 1216, 963, 496, 840, 1039, 565, 825]",650,657
"[[-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.7075185239315034, 2.947637918293476], [-1.6811786472797394, 1.2605786016583442], [-1.6900122523307801, 2.759394053220749], [-1.8555157244205476, 3.415132050216198]]",Normal,0.9891304347826086,1,0.8964697710810422,"[23, 37, 4, 31, 34, 11]","[659, 963, 140, 817, 840, 274]",546,552
"[[-1.6672115206718445, 1.7924783825874329], [-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 1.6971513777971268]]",Normal,0.9889908256880734,1,0.8952052677679346,"[32, 23, 37, 11, 31, 39, 22]","[825, 659, 963, 274, 817, 1039, 613]",539,545
"[[-1.6227943122386934, 3.8714421083916237], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.8555157244205476, 2.276870270371437], [-1.7161404550075532, 3.1877595567703247], [-1.6781425714492797, 1.8539437878131868], [-1.6950858235359192, 1.992545560002327]]",Normal,0.9888268156424581,1,0.8937218046920418,"[49, 31, 37, 11, 13, 18, 24]","[1263, 817, 963, 274, 408, 513, 680]",177,179
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847], [-1.8202207028865816, 4.29584950953722], [-1.6441999614238738, 2.320854204595089]]",Normal,0.9887429643527205,1,0.8929642287981774,"[11, 47, 16, 34, 39, 19, 25, 10]","[274, 1216, 496, 840, 1039, 565, 690, 245]",527,533
"[[-1.6672115206718445, 0.45203138600608517], [-1.8555157244205476, 2.276870270371437], [-1.71348152756691, 2.3135336308469694], [-1.7161404550075532, 3.1877595567703247], [-1.6797260224819184, 1.5988639277219772], [-1.2112549889119049, 1.4019608950614928]]",Normal,0.9887005649717514,1,0.8925813808115308,"[32, 11, 35, 13, 15, 37]","[825, 274, 847, 408, 474, 963]",175,177
"[[-1.8635925769805908, 4.4144555007600506], [-1.6227943122386934, 1.6008550608158112], [-1.6797260224819184, 1.5988639277219772], [-1.6500760436058046, 0.7964785373210908], [-1.6672115206718445, 1.7924783825874329], [-1.7368550598621368, 1.9539715707302094]]",Normal,0.9886363636363636,1,0.8920019518461185,"[37, 49, 15, 30, 32, 6]","[963, 1263, 474, 766, 825, 223]",870,880
"[[-1.7686191916465759, 1.961052010059357], [-1.7283964157104492, 1.2384260892868042], [-1.6441999614238738, 1.2358380600810053], [-1.6973470151424408, 1.141147144138813], [-1.8202207028865816, 3.0190204501152036]]",Normal,0.9885958660014256,1,0.8916366273184391,"[41, 46, 10, 47, 25]","[1064, 1205, 245, 1216, 690]",1387,1403
"[[-1.2518819496035576, 5.9194654151797295], [-1.8202207028865816, 2.7231122401356695], [-1.7075185239315034, 1.3309245386719704], [-1.6797260224819184, 1.5988639277219772], [-1.6500760436058046, 0.7964785373210908], [-1.6491265833377837, 1.584968847334385], [-1.6758379220962525, 0.8500783133506775]]",Normal,0.9885931558935361,1,0.891612184553382,"[47, 25, 4, 15, 30, 48, 21]","[1216, 690, 140, 474, 766, 1262, 612]",520,526
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 1.7924783825874329], [-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6500760436058046, 0.7964785373210908], [-1.6491265833377837, 1.584968847334385], [-1.7075185239315034, 1.3309245386719704]]",Normal,0.9884836852207294,1,0.8906253603726105,"[15, 32, 23, 37, 47, 30, 48, 4]","[474, 825, 659, 963, 1216, 766, 1262, 140]",515,521
"[[-1.2518819496035576, 5.9194654151797295], [-1.6672115206718445, 1.7924783825874329], [-1.6811786472797394, 1.2605786016583442], [-1.6797260224819184, 1.5988639277219772], [-1.6931957185268403, 2.089929431974888], [-1.8260549545288087, 1.9870125842094422]]",Normal,0.9882075471698113,1,0.8881404775181657,"[47, 32, 31, 15, 22, 33]","[1216, 825, 817, 474, 613, 830]",1257,1272
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 1.7924783825874329], [-1.6811786472797394, 1.2605786016583442], [-1.6931957185268403, 2.089929431974888], [-1.7161404550075532, 1.432366417646408]]",Normal,0.9881422924901185,1,0.8875541826234772,"[15, 32, 31, 22, 13]","[474, 825, 817, 613, 408]",1250,1265
"[[-1.6672115206718445, 0.45203138600608517], [-1.71348152756691, 2.3135336308469694], [-1.6931957185268403, 2.089929431974888], [-1.7437106370925903, 3.9197131872177122], [-1.6797260224819184, 1.5988639277219772]]",Normal,0.9878787878787879,1,0.885190209624463,"[32, 35, 22, 14, 15]","[825, 847, 613, 446, 474]",163,165
"[[-1.6797260224819184, 1.5988639277219772], [-1.6811786472797394, 1.2605786016583442], [-1.6973470151424408, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.782410603761673, 2.8492674830555917]]",Normal,0.9873949579831933,1,0.880864387336363,"[15, 31, 47, 22, 40]","[474, 817, 1216, 613, 1049]",470,476
"[[-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.6758379220962525, 3.414409790635109], [-1.776373201608658, 1.3121550747752189], [-1.7112989366054534, 2.817668697834015]]",Normal,0.9871657754010695,1,0.8788219620254187,"[32, 49, 23, 47, 22, 21, 0, 39]","[825, 1263, 659, 1216, 613, 612, 27, 1039]",923,935
"[[-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 4.4144555007600506], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.6227943122386934, 1.6008550608158112], [-1.7112989366054534, 2.478064280748367]]",Normal,0.9871106337271751,1,0.8783311879725179,"[11, 37, 16, 34, 49, 39]","[274, 963, 496, 840, 1263, 1039]",919,931
"[[-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.4744347846508026, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.603154443204403, 0.857474111020565]]",Normal,0.987037037037037,1,0.8776765441840607,"[11, 31, 34, 39, 32, 23, 35]","[274, 817, 840, 1039, 825, 659, 847]",533,540
"[[-1.6672115206718445, 0.45203138600608517], [-1.8555157244205476, 2.276870270371437], [-1.71348152756691, 2.3135336308469694], [-1.6931957185268403, 2.089929431974888], [-1.2518819496035576, 5.9194654151797295], [-1.7161404550075532, 3.1877595567703247], [-1.6491265833377837, 2.1584172183275223]]",Normal,0.9868421052631579,1,0.875944744140665,"[32, 11, 35, 22, 47, 13, 48]","[825, 274, 847, 613, 1216, 408, 1262]",225,228
"[[-1.6672115206718445, 0.45203138600608517], [-1.8555157244205476, 2.276870270371437], [-1.71348152756691, 2.3135336308469694], [-1.6227943122386934, 1.6008550608158112], [-1.6931957185268403, 2.089929431974888], [-1.7161404550075532, 3.1877595567703247]]",Normal,0.9867256637168141,1,0.8749117296426692,"[32, 11, 35, 49, 22, 13]","[825, 274, 847, 1263, 613, 408]",223,226
"[[-1.6797260224819184, 1.5988639277219772], [-0.8728165685222107, 1.7924783825874329], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446]]",Normal,0.9866071428571429,1,0.8738613945512673,"[15, 32, 49, 23]","[474, 825, 1263, 659]",1547,1568
"[[-1.6672115206718445, 1.1384358620643615], [-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.6811786472797394, 1.2605786016583442], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 1.6971513777971268]]",Normal,0.9865125240847784,1,0.8730236951816924,"[32, 23, 37, 31, 39, 22]","[825, 659, 963, 817, 1039, 613]",512,519
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.6491265833377837, 2.1595378087460997]]",Normal,0.9863945578231292,1,0.8719803030430846,"[32, 23, 11, 37, 47, 22, 48]","[825, 659, 274, 963, 1216, 613, 1262]",725,735
"[[-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.7022654339671135, 0.9937775656580925]]",Normal,0.9861111111111112,1,0.8694778501525586,"[32, 49, 23, 11, 37, 47, 27]","[825, 1263, 659, 274, 963, 1216, 733]",994,1008
"[[-1.6227943122386934, 1.6008550608158112], [-1.2518819496035576, 5.9194654151797295], [-1.8635925769805908, 1.4019608950614928], [-1.6672115206718445, 0.45203138600608517], [-1.6811786472797394, 4.037969392265343], [-1.8555157244205476, 2.276870270371437], [-1.6931957185268403, 2.089929431974888]]",Normal,0.9857868020304569,1,0.8666225673106405,"[49, 47, 37, 32, 31, 11, 22]","[1263, 1216, 963, 825, 817, 274, 613]",971,985
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6491265833377837, 2.1595378087460997], [-1.603154443204403, 0.857474111020565]]",Normal,0.9857594936708861,1,0.8663825246294605,"[32, 23, 11, 37, 47, 48, 35]","[825, 659, 274, 963, 1216, 1262, 847]",623,632
"[[-1.6672115206718445, 1.7924783825874329], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6500760436058046, 0.7964785373210908], [-1.6491265833377837, 1.584968847334385], [-1.88514364361763, 3.242071633040905]]",Normal,0.9856985698569857,1,0.8658472150486003,"[32, 49, 23, 37, 47, 30, 48, 1]","[825, 1263, 659, 963, 1216, 766, 1262, 30]",896,909
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.6811786472797394, 1.2605786016583442], [-1.6900122523307801, 2.759394053220749], [-1.4744347846508026, 1.1384358620643615], [-1.8202207028865816, 2.7231122401356695], [-1.6797260224819184, 2.9560722467303275]]",Normal,0.9856230031948882,1,0.8651836590839566,"[11, 47, 31, 34, 32, 25, 15]","[274, 1216, 817, 840, 825, 690, 474]",617,626
"[[-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908]]",Normal,0.9850746268656716,1,0.8603820246620634,"[23, 31, 11, 30]","[659, 817, 274, 766]",198,201
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 5.9194654151797295], [-1.71348152756691, 2.469725905060768], [-1.7437106370925903, 3.9197131872177122], [-1.6500760436058046, 0.7964785373210908], [-1.4427214695513249, 1.3627292273938656]]",Normal,0.9846153846153847,1,0.8563793241047093,"[11, 47, 35, 14, 30, 37]","[274, 1216, 847, 446, 766, 963]",1088,1105
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 5.9194654151797295], [-1.6491265833377837, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7641605019569397, 2.6450366401672367]]",Normal,0.9845360824742269,1,0.8556898355347735,"[32, 23, 11, 47, 48, 35, 16]","[825, 659, 274, 1216, 1262, 847, 496]",573,582
"[[-1.6500760436058046, 0.7964785373210908], [-0.8728165685222107, 1.7924783825874329], [-1.6797260224819184, 1.5988639277219772], [-1.7676193594932557, 3.3574925476312636]]",Normal,0.9843851659076123,1,0.8543790787972881,"[30, 32, 15, 2]","[766, 825, 474, 118]",1513,1537
"[[-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6900122523307801, 2.759394053220749], [-1.6973470151424408, 2.143025577068329]]",Normal,0.9840848806366048,1,0.8517763825431561,"[32, 49, 23, 34, 47]","[825, 1263, 659, 840, 1216]",1113,1131
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.7676193594932557, 2.4430514389276503], [-1.6950858235359192, 3.317974805831909], [-1.6758379220962525, 3.414409790635109]]",Normal,0.98378041172801,1,0.8491447126703809,"[11, 30, 47, 31, 2, 24, 21]","[274, 766, 1216, 817, 118, 680, 612]",1577,1603
"[[-1.6797260224819184, 1.5988639277219772], [-1.82147895693779, 2.473960210680962], [-1.8440534591674804, 2.0950475454330446], [-1.9106114029884338, 1.1707246071100235]]",Normal,0.9834710743801653,1,0.8464784590134398,"[15, 45, 23, 5]","[474, 1147, 659, 217]",119,121
"[[-1.6797260224819184, 1.5988639277219772], [-1.6931957185268403, 2.089929431974888], [-1.782410603761673, 2.8492674830555917], [-1.8555157244205476, 2.276870270371437], [-1.8440534591674804, 2.0950475454330446], [-1.8122935175895691, 3.9998218756914135]]",Normal,0.9833333333333333,1,0.8452936618658358,"[15, 22, 40, 11, 23, 38]","[474, 613, 1049, 274, 659, 980]",413,420
"[[-1.8555157244205476, 0.11432750748709442], [-1.2518819496035576, 4.398005279154974], [-1.4744347846508026, 1.7924783825874329], [-1.8635925769805908, 1.4019608950614928], [-1.7368550598621368, 1.8531751051545147]]",Normal,0.9828326180257511,1,0.840999258990668,"[11, 47, 32, 37, 6]","[274, 1216, 825, 963, 223]",458,466
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.7676193594932557, 2.4430514389276503], [-1.6950858235359192, 3.317974805831909], [-1.6758379220962525, 3.414409790635109], [-1.82147895693779, 2.598486149907112]]",Normal,0.9819639278557114,1,0.8335954664908738,"[11, 47, 31, 2, 24, 21, 45]","[274, 1216, 817, 118, 680, 612, 1147]",1470,1497
"[[-1.7686191916465759, 1.961052010059357], [-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 1.7924783825874329], [-1.6227943122386934, 1.6008550608158112], [-1.7283964157104492, 1.2384260892868042], [-0.42474641680717484, 2.757606409788132]]",Normal,0.9802867383512545,1,0.8194666316268253,"[41, 15, 32, 49, 46, 42]","[1064, 474, 825, 1263, 1205, 1087]",547,558
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.6950858235359192, 3.317974805831909], [-1.6758379220962525, 3.414409790635109], [-1.782410603761673, 4.425488590598107]]",Normal,0.980106100795756,1,0.8179578510034917,"[11, 30, 47, 31, 24, 21, 40]","[274, 766, 1216, 817, 680, 612, 1049]",1478,1508
"[[-1.6811786472797394, 1.2605786016583442], [-1.6931957185268403, 2.089929431974888], [-1.782410603761673, 2.8492674830555917], [-1.6672115206718445, 0.45203138600608517], [-1.8635925769805908, 1.4019608950614928], [-1.6973470151424408, 5.9194654151797295]]",Normal,0.98005698005698,1,0.8175480011555362,"[31, 22, 40, 32, 37, 47]","[817, 613, 1049, 825, 963, 1216]",344,351
"[[-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.680296015739441, 0.9323001158237456]]",Normal,0.9791044776119403,1,0.8096370368408864,"[49, 23, 31, 47, 22, 28]","[1263, 659, 817, 1216, 613, 743]",328,335
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7641605019569397, 2.6450366401672367]]",Normal,0.9787234042553191,1,0.8064913940515531,"[32, 23, 11, 37, 48, 35, 16]","[825, 659, 274, 963, 1262, 847, 496]",46,47
"[[-1.8555157244205476, 3.1401807160468884], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [-1.9106114029884338, 1.9399285143613816], [-1.6931957185268403, 3.669159023761749]]",Normal,0.9784735812133072,1,0.804435155677395,"[11, 16, 39, 5, 22]","[274, 496, 1039, 217, 613]",500,511
"[[-1.8555157244205476, 7.894745295748733], [-1.2518819496035576, 4.398005279154974], [-1.6811786472797394, 1.2605786016583442], [-1.7112989366054534, 2.478064280748367], [-1.776373201608658, 2.9703140583634373]]",Normal,0.9775280898876404,1,0.7966956753809346,"[11, 47, 31, 39, 0]","[274, 1216, 817, 1039, 27]",870,890
"[[-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [-1.6931957185268403, 2.089929431974888], [-1.71348152756691, 2.469725905060768], [-1.6797260224819184, 3.5883669975399974]]",Normal,0.9775,1,0.7964667694434978,"[11, 37, 22, 35, 15]","[274, 963, 613, 847, 474]",1173,1200
"[[-1.6797260224819184, 1.5988639277219772], [-1.82147895693779, 2.473960210680962], [-1.8635925769805908, 1.4019608950614928]]",Normal,0.9763313609467456,1,0.7869957662188147,"[15, 45, 37]","[474, 1147, 963]",165,169
"[[-1.6672115206718445, 1.1384358620643615], [-1.2518819496035576, 5.9194654151797295], [-1.6491265833377837, 2.1595378087460997], [-1.7641605019569397, 2.6450366401672367], [-1.8202207028865816, 2.7231122401356695], [-1.6931957185268403, 2.6492493265867236]]",Normal,0.9761904761904762,1,0.7858608673348259,"[32, 47, 48, 16, 25, 22]","[825, 1216, 1262, 496, 690, 613]",656,672
"[[-1.6797260224819184, 1.5988639277219772], [-1.6973470151424408, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.5658626717329025, 2.1130998891592023]]",Normal,0.9758771929824561,1,0.7833424882274536,"[15, 47, 22, 30]","[474, 1216, 613, 766]",445,456
"[[-1.6950858235359192, 4.016107254494885], [-1.6672115206718445, 1.7924783825874329], [-1.8635925769805908, 1.4019608950614928], [-1.6227943122386934, 1.6008550608158112], [-1.6441999614238738, 1.3304588052630426]]",Normal,0.9756944444444444,1,0.7818767902916987,"[24, 32, 37, 49, 10]","[680, 825, 963, 1263, 245]",1405,1440
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.6758379220962525, 3.414409790635109], [-1.782410603761673, 4.425488590598107], [-1.611142337322235, 1.2071923255920411]]",Normal,0.9752999294283698,1,0.7787210740630258,"[11, 30, 21, 40, 9]","[274, 766, 612, 1049, 240]",1382,1417
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847], [-1.4744347846508026, 1.7924783825874329], [-1.8202207028865816, 4.29584950953722]]",Normal,0.9752066115702479,1,0.7779763051983721,"[11, 47, 34, 39, 19, 32, 25]","[274, 1216, 840, 1039, 565, 825, 690]",590,605
"[[-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.7676193594932557, 2.4430514389276503], [-1.6931957185268403, 1.8479096740484238]]",Normal,0.9742457689477557,1,0.7703450277245288,"[23, 37, 47, 2, 22]","[659, 963, 1216, 118, 613]",1324,1359
"[[-1.8555157244205476, 7.894745295748733], [-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.776373201608658, 2.9703140583634373], [-1.8635925769805908, 1.4019608950614928], [-1.1720023289322854, 2.5277136698365212]]",Normal,0.9737470167064439,1,0.7664104209233317,"[11, 47, 31, 0, 37, 40]","[274, 1216, 817, 27, 963, 1049]",816,838
"[[-1.2518819496035576, 5.9194654151797295], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [0.2846683507296395, 2.1595378087460997], [-1.758002656698227, 3.0558807000517847], [-1.8202207028865816, 4.29584950953722], [-1.6900122523307801, 2.759394053220749], [-1.6781425714492797, 2.1701861608028414]]",Normal,0.9733333333333334,1,0.7631606465828786,"[47, 16, 39, 48, 19, 25, 34, 18]","[1216, 496, 1039, 1262, 565, 690, 840, 513]",73,75
"[[-0.905189035832882, 2.2553842052817346], [-2.718284382522106, 1.9793232223391533], [-1.9551221132278442, 3.317974805831909], [-2.956298718452454, 1.961052010059357], [-3.5289254003763197, 2.4430514389276503]]",Normal,0.9725146198830409,1,0.7567656104321904,"[26, 45, 24, 41, 2]","[717, 1147, 680, 1064, 118]",1663,1710
"[[-1.2518819496035576, 4.398005279154974], [-1.758002656698227, 3.0558807000517847], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894], [-1.6672115206718445, 0.45203138600608517]]",Normal,0.9714285714285714,1,0.7483568304270122,"[47, 19, 31, 10, 32]","[1216, 565, 817, 245, 825]",34,35
"[[-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6900122523307801, 2.759394053220749]]",Normal,0.9710982658959537,1,0.7458161544208888,"[23, 37, 47, 34]","[659, 963, 1216, 840]",336,346
"[[-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.6491265833377837, 2.1595378087460997], [-1.785664141178131, 3.4593141674995427]]",Normal,0.9703703703703703,1,0.740244640333776,"[23, 37, 48, 8]","[659, 963, 1262, 239]",393,405
"[[-1.6973470151424408, 1.141147144138813], [-1.6811786472797394, 0.9857915633916856]]",Normal,0.969790382244143,1,0.7358320963995166,"[47, 31]","[1216, 817]",1573,1622
"[[-2.0142456963658333, 1.141147144138813], [-1.520144461989403, 0.9857915633916856]]",Normal,0.9688436189334931,1,0.7286799708325629,"[47, 31]","[1216, 817]",1617,1669
"[[-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.7676193594932557, 2.4430514389276503], [-1.6950858235359192, 4.016107254494885], [-1.6758379220962525, 5.539936874954654]]",Normal,0.9669902912621359,1,0.7148602310894304,"[47, 31, 2, 24, 21]","[1216, 817, 118, 680, 612]",1494,1545
"[[-1.82147895693779, 2.473960210680962], [-1.71348152756691, 2.4739576002955435], [-1.6931957185268403, 2.089929431974888], [-1.6227943122386934, 1.6008550608158112], [-1.6500760436058046, 2.427890821695328]]",Normal,0.9669811320754716,1,0.7147925234890156,"[45, 35, 22, 49, 30]","[1147, 847, 613, 1263, 766]",205,212
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7641605019569397, 2.6450366401672367]]",Normal,0.9661016949152542,1,0.7083182641128207,"[11, 47, 48, 35, 16]","[274, 1216, 1262, 847, 496]",57,59
"[[-1.6973470151424408, 1.141147144138813], [-1.7912581741809845, 2.6178631627559663], [-1.9531167209148408, 4.426597668528557]]",Normal,0.9647129186602871,1,0.6982017658315972,"[47, 27, 12]","[1216, 733, 345]",1613,1672
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [5.7436461675664265, 6.544960600435735], [1.7320358258485795, 5.78008632838726], [-1.280631345510483, 5.679568094015122]]",Anomalous,0.9642857142857143,1,0.073829952168002,"[40, 48, 15, 31, 30]","[1049, 1262, 474, 817, 766]",0,0
"[[-1.6500760436058046, 0.7964785373210908], [-1.6672115206718445, 1.7924783825874329], [-1.9531167209148408, 5.237613650560379]]",Normal,0.9640151515151515,1,0.6931681479029567,"[30, 32, 12]","[766, 825, 345]",1527,1584
"[[-1.6227943122386934, 1.6008550608158112], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 2.371862986221933], [-1.6931957185268403, 2.089929431974888], [-1.3993002465367317, 2.9308616212010383]]",Normal,0.9635036496350365,1,0.6894989997646158,"[49, 37, 47, 22, 0]","[1263, 963, 1216, 613, 27]",660,685
"[[-1.6973470151424408, 1.141147144138813], [-1.7912581741809845, 2.6178631627559663]]",Normal,0.9628537735849056,1,0.6848624705386092,"[47, 27]","[1216, 733]",1633,1696
"[[-1.8555157244205476, 3.1401807160468884], [-1.6973470151424408, 5.9194654151797295], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 3.669159023761749], [0.2846683507296395, 2.1595378087460997], [-1.9106114029884338, 1.9399285143613816]]",Normal,0.9620253164556962,1,0.6789925511504871,"[11, 47, 16, 39, 22, 48, 5]","[274, 1216, 496, 1039, 613, 1262, 217]",76,79
"[[-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 3.1401807160468884], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.7075185239315034, 2.947637918293476], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 3.669159023761749]]",Normal,0.9545454545454546,1,0.6280093925418645,"[23, 11, 37, 47, 48, 4, 39, 22]","[659, 274, 963, 1216, 1262, 140, 1039, 613]",84,88
"[[-1.82147895693779, 1.9793232223391533], [-1.7686191916465759, 1.961052010059357], [-1.88514364361763, 3.5828650662302968]]",Normal,0.952755905511811,1,0.6163345214061124,"[45, 41, 1]","[1147, 1064, 30]",1089,1143
"[[-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 3.1401807160468884], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7075185239315034, 2.947637918293476]]",Normal,0.9473684210526315,1,0.5823566532299392,"[23, 11, 37, 47, 48, 35, 4]","[659, 274, 963, 1216, 1262, 847, 140]",90,95
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [0.35408629745244946, 6.544960600435735], [-0.791398646622119, 5.78008632838726], [-1.7641605019569397, 3.059005623459816]]",Anomalous,0.9375,1,0.524460475048727,"[40, 48, 15, 31, 16]","[1049, 1262, 474, 817, 496]",15,16
